asset_id,ticker,note_type,note,source_phase,phase
U00425,BMRN,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00425,BMRN,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00592,CFFN,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00592,CFFN,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00592,CFFN,POSITIVE_DRIVER,positive price trend,v2.38K,v2.38L-us-explained-shortlist
U00592,CFFN,POSITIVE_DRIVER,positive 12m momentum,v2.38K,v2.38L-us-explained-shortlist
U00592,CFFN,RISK_DRIVER,balance-sheet risk flag,v2.38K,v2.38L-us-explained-shortlist
U00592,CFFN,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00592,CFFN,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00592,CFFN,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00170,AMGN,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00170,AMGN,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00170,AMGN,POSITIVE_DRIVER,positive price trend,v2.38K,v2.38L-us-explained-shortlist
U00170,AMGN,POSITIVE_DRIVER,positive 12m momentum,v2.38K,v2.38L-us-explained-shortlist
U00170,AMGN,RISK_DRIVER,no dominant risk flag in tracked fields,v2.38K,v2.38L-us-explained-shortlist
U00170,AMGN,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00170,AMGN,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00170,AMGN,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00390,BIIB,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00390,BIIB,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00390,BIIB,POSITIVE_DRIVER,positive price trend,v2.38K,v2.38L-us-explained-shortlist
U00390,BIIB,POSITIVE_DRIVER,positive 12m momentum,v2.38K,v2.38L-us-explained-shortlist
U00390,BIIB,RISK_DRIVER,no dominant risk flag in tracked fields,v2.38K,v2.38L-us-explained-shortlist
U00390,BIIB,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00390,BIIB,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00390,BIIB,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00054,ADEA,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00054,ADEA,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00054,ADEA,POSITIVE_DRIVER,positive 12m momentum,v2.38K,v2.38L-us-explained-shortlist
U00054,ADEA,RISK_DRIVER,high 6m volatility,v2.38K,v2.38L-us-explained-shortlist
U00054,ADEA,RISK_DRIVER,risk/liquidity component below 55,v2.38K,v2.38L-us-explained-shortlist
U00054,ADEA,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00054,ADEA,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00054,ADEA,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00011,AAPL,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00011,AAPL,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00011,AAPL,POSITIVE_DRIVER,positive price trend,v2.38K,v2.38L-us-explained-shortlist
U00011,AAPL,POSITIVE_DRIVER,positive 12m momentum,v2.38K,v2.38L-us-explained-shortlist
U00011,AAPL,RISK_DRIVER,balance-sheet risk flag,v2.38K,v2.38L-us-explained-shortlist
U00011,AAPL,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00011,AAPL,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00011,AAPL,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00519,CARE,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00519,CARE,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00519,CARE,POSITIVE_DRIVER,positive 12m momentum,v2.38K,v2.38L-us-explained-shortlist
U00519,CARE,RISK_DRIVER,balance-sheet risk flag,v2.38K,v2.38L-us-explained-shortlist
U00519,CARE,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00519,CARE,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00519,CARE,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00169,AMD,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00169,AMD,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00169,AMD,POSITIVE_DRIVER,positive 12m momentum,v2.38K,v2.38L-us-explained-shortlist
U00169,AMD,RISK_DRIVER,high 6m volatility,v2.38K,v2.38L-us-explained-shortlist
U00169,AMD,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00169,AMD,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00169,AMD,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00214,APPF,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00214,APPF,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00214,APPF,RISK_DRIVER,large 12m drawdown,v2.38K,v2.38L-us-explained-shortlist
U00214,APPF,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00214,APPF,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00214,APPF,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00497,BZ,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00497,BZ,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00497,BZ,RISK_DRIVER,large 12m drawdown,v2.38K,v2.38L-us-explained-shortlist
U00497,BZ,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00497,BZ,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00497,BZ,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00379,BGC,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00379,BGC,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00379,BGC,POSITIVE_DRIVER,positive price trend,v2.38K,v2.38L-us-explained-shortlist
U00379,BGC,POSITIVE_DRIVER,positive 12m momentum,v2.38K,v2.38L-us-explained-shortlist
U00379,BGC,RISK_DRIVER,no dominant risk flag in tracked fields,v2.38K,v2.38L-us-explained-shortlist
U00379,BGC,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00379,BGC,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00379,BGC,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00251,ARWR,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00251,ARWR,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00251,ARWR,POSITIVE_DRIVER,positive 12m momentum,v2.38K,v2.38L-us-explained-shortlist
U00251,ARWR,RISK_DRIVER,high 6m volatility,v2.38K,v2.38L-us-explained-shortlist
U00251,ARWR,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00251,ARWR,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00251,ARWR,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00591,CFFI,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00591,CFFI,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00591,CFFI,POSITIVE_DRIVER,positive price trend,v2.38K,v2.38L-us-explained-shortlist
U00591,CFFI,POSITIVE_DRIVER,positive 12m momentum,v2.38K,v2.38L-us-explained-shortlist
U00591,CFFI,RISK_DRIVER,balance-sheet risk flag,v2.38K,v2.38L-us-explained-shortlist
U00591,CFFI,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00591,CFFI,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00591,CFFI,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00165,AMAT,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00165,AMAT,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00165,AMAT,POSITIVE_DRIVER,positive 12m momentum,v2.38K,v2.38L-us-explained-shortlist
U00165,AMAT,RISK_DRIVER,large 12m drawdown,v2.38K,v2.38L-us-explained-shortlist
U00165,AMAT,RISK_DRIVER,high 6m volatility,v2.38K,v2.38L-us-explained-shortlist
U00165,AMAT,RISK_DRIVER,risk/liquidity component below 55,v2.38K,v2.38L-us-explained-shortlist
U00165,AMAT,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00165,AMAT,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00165,AMAT,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00599,CGNX,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00599,CGNX,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00599,CGNX,POSITIVE_DRIVER,positive 12m momentum,v2.38K,v2.38L-us-explained-shortlist
U00599,CGNX,RISK_DRIVER,no dominant risk flag in tracked fields,v2.38K,v2.38L-us-explained-shortlist
U00599,CGNX,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00599,CGNX,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00599,CGNX,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00606,CHCI,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00606,CHCI,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00606,CHCI,POSITIVE_DRIVER,positive price trend,v2.38K,v2.38L-us-explained-shortlist
U00606,CHCI,POSITIVE_DRIVER,positive 12m momentum,v2.38K,v2.38L-us-explained-shortlist
U00606,CHCI,RISK_DRIVER,large 12m drawdown,v2.38K,v2.38L-us-explained-shortlist
U00606,CHCI,RISK_DRIVER,high 6m volatility,v2.38K,v2.38L-us-explained-shortlist
U00606,CHCI,RISK_DRIVER,risk/liquidity component below 55,v2.38K,v2.38L-us-explained-shortlist
U00606,CHCI,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00606,CHCI,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00606,CHCI,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00312,AVPT,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00312,AVPT,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00312,AVPT,POSITIVE_DRIVER,positive price trend,v2.38K,v2.38L-us-explained-shortlist
U00312,AVPT,RISK_DRIVER,large 12m drawdown,v2.38K,v2.38L-us-explained-shortlist
U00312,AVPT,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00312,AVPT,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00312,AVPT,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00372,BELFB,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00372,BELFB,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00372,BELFB,POSITIVE_DRIVER,positive 12m momentum,v2.38K,v2.38L-us-explained-shortlist
U00372,BELFB,RISK_DRIVER,high 6m volatility,v2.38K,v2.38L-us-explained-shortlist
U00372,BELFB,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
U00372,BELFB,NEXT_RESEARCH_STEP,Review latest SEC filings; inspect revenue quality and cash conversion; compare valuation manually; check sector news and macro/geopolitical exposure in the next phase.,v2.38L,v2.38L-us-explained-shortlist
U00372,BELFB,LANGUAGE_GUARDRAIL,Research prioritization only; not a final investment action signal.,v2.38L,v2.38L-us-explained-shortlist
U00086,AFRM,POSITIVE_DRIVER,positive revenue growth,v2.38K,v2.38L-us-explained-shortlist
U00086,AFRM,POSITIVE_DRIVER,positive profitability/FCF signal,v2.38K,v2.38L-us-explained-shortlist
U00086,AFRM,RISK_DRIVER,large 12m drawdown,v2.38K,v2.38L-us-explained-shortlist
U00086,AFRM,RISK_DRIVER,high 6m volatility,v2.38K,v2.38L-us-explained-shortlist
U00086,AFRM,RISK_DRIVER,risk/liquidity component below 55,v2.38K,v2.38L-us-explained-shortlist
U00086,AFRM,EVIDENCE_LIMITATION,Shortlist uses local 38J/38K evidence only; no external news or macro/geopolitical data is added in 38L.,v2.38L,v2.38L-us-explained-shortlist
